state_name,county_name,year,farms,land_owned_acres,land_rented_acres,cropland_acres,harvested_cropland_acres,irrigated_acres,market_value_total_dollars,crops_sales_dollars,livestock_sales_dollars,gov_payments_dollars,net_cash_income_dollars,cattle_head,milk_cows_head,veg_harvest_ops,land_in_farms_acres
MONTANA,TOOLE,2022,383,643110.0,548002.0,884212.0,515874.0,8519.0,118750000.0,98653000.0,20096000.0,15905000.0,43330000.0,11535.0,,,1191112.0
MONTANA,TREASURE,2022,100,364710.0,134761.0,51399.0,45015.0,31818.0,54288000.0,35685000.0,18602000.0,2766000.0,11767000.0,20803.0,,,499471.0
MONTANA,VALLEY,2022,508,1086962.0,609267.0,717985.0,555212.0,29412.0,155888000.0,100912000.0,54977000.0,25142000.0,36343000.0,56272.0,11.0,,1696229.0
MONTANA,WHEATLAND,2022,119,490071.0,187632.0,90555.0,62706.0,18186.0,43597000.0,11218000.0,32379000.0,3774000.0,10540000.0,28888.0,,3.0,677703.0
MONTANA,WIBAUX,2022,113,251115.0,156455.0,103822.0,77527.0,2918.0,28473000.0,17562000.0,10911000.0,3948000.0,10516000.0,14047.0,,2.0,407570.0
MONTANA,YELLOWSTONE,2022,1186,1066625.0,366815.0,269410.0,159182.0,48166.0,140746000.0,56618000.0,84128000.0,5367000.0,12258000.0,64074.0,,22.0,1433440.0
NEVADA,CARSON CITY,2022,23,,,,,,,,,,,425.0,,2.0,0.0
NEVADA,CHURCHILL,2022,540,154710.0,15414.0,38866.0,32826.0,36881.0,123989000.0,21635000.0,102354000.0,913000.0,28369000.0,61993.0,,14.0,170124.0
NEVADA,CLARK,2022,164,,,3762.0,2322.0,2776.0,8432000.0,5167000.0,3265000.0,,-2379000.0,2532.0,,24.0,0.0
NEVADA,DOUGLAS,2022,246,110890.0,10341.0,23119.0,19946.0,31754.0,22553000.0,6614000.0,15940000.0,180000.0,1738000.0,13072.0,10.0,3.0,121231.0
NEVADA,ELKO,2022,437,1688697.0,393142.0,164694.0,91254.0,149945.0,89166000.0,8739000.0,80427000.0,7980000.0,27127000.0,128070.0,14.0,3.0,2081839.0
NEVADA,ESMERALDA,2022,20,15779.0,2936.0,12560.0,10414.0,10979.0,,13724000.0,,,5787000.0,1126.0,,3.0,18715.0
NEVADA,EUREKA,2022,110,531919.0,70943.0,45552.0,37367.0,52412.0,47252000.0,28792000.0,18460000.0,1386000.0,14584000.0,19983.0,,,602862.0
NEVADA,HUMBOLDT,2022,266,731921.0,214003.0,122170.0,99461.0,133812.0,145357000.0,103396000.0,41961000.0,4589000.0,59484000.0,59243.0,8.0,2.0,945924.0
NEVADA,LANDER,2022,87,,,48367.0,36914.0,39760.0,47673000.0,36205000.0,11468000.0,1451000.0,18999000.0,16023.0,,3.0,0.0
NEVADA,LINCOLN,2022,111,30806.0,8330.0,17135.0,16349.0,17763.0,26409000.0,18801000.0,7608000.0,568000.0,4938000.0,14031.0,,3.0,39136.0
NEVADA,LYON,2022,280,170046.0,16949.0,62407.0,50214.0,60107.0,222919000.0,117790000.0,105129000.0,1567000.0,61197000.0,40360.0,,9.0,186995.0
NEVADA,MINERAL,2022,69,,1614.0,,,,3746000.0,3185000.0,562000.0,125000.0,,1820.0,,,1614.0
NEVADA,NYE,2022,173,42428.0,7206.0,19487.0,12509.0,18622.0,76437000.0,,,702000.0,9725000.0,23989.0,,9.0,49634.0
NEVADA,PERSHING,2022,138,189378.0,104590.0,49496.0,41138.0,41358.0,65573000.0,33091000.0,32482000.0,2848000.0,30991000.0,23826.0,,,293968.0
NEVADA,STOREY,2022,4,,,,,,130000.0,,130000.0,,-51000.0,,,,0.0
NEVADA,WASHOE,2022,314,466136.0,10901.0,10664.0,8006.0,21980.0,19426000.0,8960000.0,10466000.0,854000.0,5467000.0,12859.0,,28.0,477037.0
NEVADA,WHITE PINE,2022,140,163315.0,52617.0,31623.0,25124.0,46407.0,38606000.0,19103000.0,19504000.0,1142000.0,11282000.0,19159.0,9.0,2.0,215932.0
OREGON,BAKER,2022,676,612605.0,302924.0,151817.0,85299.0,103243.0,101338000.0,52580000.0,48758000.0,5803000.0,28462000.0,67278.0,17.0,23.0,915529.0
OREGON,BENTON,2022,995,56985.0,40613.0,65805.0,59554.0,25790.0,122806000.0,104169000.0,18637000.0,734000.0,19544000.0,6645.0,1766.0,82.0,97598.0
OREGON,CLACKAMAS,2022,4156,118110.0,39827.0,81794.0,69344.0,25076.0,510305000.0,400592000.0,109713000.0,2010000.0,100530000.0,13391.0,946.0,247.0,157937.0
OREGON,CLATSOP,2022,211,12929.0,5542.0,6257.0,4942.0,1694.0,9355000.0,2705000.0,6651000.0,15000.0,-787000.0,4102.0,,18.0,18471.0
OREGON,COLUMBIA,2022,723,38882.0,10394.0,12706.0,9938.0,1610.0,64858000.0,,,141000.0,1531000.0,6250.0,6.0,44.0,49276.0
OREGON,COOS,2022,543,107244.0,26011.0,15224.0,10484.0,8966.0,66948000.0,18064000.0,48885000.0,1128000.0,16993000.0,24272.0,3228.0,14.0,133255.0
OREGON,CROOK,2022,609,645347.0,187498.0,58629.0,44448.0,58778.0,53399000.0,19525000.0,33874000.0,1892000.0,-1947000.0,47878.0,44.0,6.0,832845.0
OREGON,CURRY,2022,169,28576.0,16158.0,3117.0,2423.0,3456.0,19531000.0,12321000.0,7210000.0,581000.0,4452000.0,6258.0,,8.0,44734.0
OREGON,DESCHUTES,2022,1572,123785.0,29215.0,32209.0,23664.0,34927.0,39986000.0,26043000.0,13943000.0,395000.0,-13473000.0,12246.0,230.0,61.0,153000.0
OREGON,DOUGLAS,2022,1811,236299.0,93260.0,49387.0,36344.0,17489.0,89758000.0,41973000.0,47785000.0,3830000.0,4609000.0,40215.0,221.0,82.0,329559.0
OREGON,GILLIAM,2022,155,439533.0,151384.0,226486.0,82409.0,9849.0,42682000.0,35433000.0,7249000.0,7754000.0,5522000.0,10778.0,,1.0,590917.0
OREGON,GRANT,2022,374,453428.0,181953.0,62210.0,41779.0,38853.0,29563000.0,7632000.0,21932000.0,3775000.0,6200000.0,32019.0,16.0,,635381.0
OREGON,HARNEY,2022,477,1217269.0,262415.0,183917.0,133857.0,122421.0,99336000.0,36470000.0,62867000.0,13297000.0,23293000.0,81697.0,35.0,7.0,1479684.0
OREGON,HOOD RIVER,2022,497,22158.0,4465.0,18219.0,16114.0,16702.0,134605000.0,133533000.0,1073000.0,1320000.0,6120000.0,480.0,,32.0,26623.0
OREGON,JACKSON,2022,2396,149859.0,53005.0,44474.0,28324.0,41424.0,105350000.0,87268000.0,18081000.0,1881000.0,-15350000.0,17896.0,296.0,142.0,202864.0
OREGON,JEFFERSON,2022,348,455427.0,86917.0,66351.0,30798.0,31675.0,62653000.0,38724000.0,23929000.0,3730000.0,1499000.0,18662.0,,29.0,542344.0
OREGON,JOSEPHINE,2022,605,27028.0,3535.0,10636.0,8349.0,9758.0,38410000.0,24677000.0,13733000.0,356000.0,-10893000.0,6161.0,1644.0,62.0,30563.0
OREGON,KLAMATH,2022,828,339133.0,184347.0,125212.0,79461.0,95230.0,170284000.0,97625000.0,72659000.0,6610000.0,19384000.0,54839.0,4431.0,44.0,523480.0
OREGON,LAKE,2022,353,550139.0,215622.0,153269.0,130163.0,149235.0,175700000.0,116330000.0,59370000.0,5360000.0,57042000.0,75145.0,16.0,,765761.0
OREGON,LANE,2022,2375,112764.0,67437.0,84258.0,69750.0,15274.0,137593000.0,98851000.0,38742000.0,1390000.0,16002000.0,22749.0,,192.0,180201.0
OREGON,LINCOLN,2022,299,24209.0,2737.0,3498.0,2410.0,520.0,6995000.0,,,99000.0,2561000.0,2592.0,,15.0,26946.0
OREGON,LINN,2022,2138,179250.0,156813.0,250309.0,215273.0,41648.0,342098000.0,258568000.0,83529000.0,2243000.0,27165000.0,23930.0,3232.0,101.0,336063.0
OREGON,MALHEUR,2022,861,900890.0,229252.0,189847.0,140901.0,146174.0,510625000.0,204075000.0,306550000.0,8728000.0,96537000.0,181486.0,2445.0,60.0,1130142.0
OREGON,MARION,2022,2477,154944.0,120539.0,222351.0,190365.0,92166.0,874627000.0,757834000.0,116793000.0,6990000.0,141927000.0,27549.0,11371.0,207.0,275483.0
OREGON,MORROW,2022,341,648509.0,404296.0,499002.0,240349.0,115072.0,866052000.0,370590000.0,495462000.0,10478000.0,76057000.0,183667.0,44895.0,17.0,1052805.0
OREGON,MULTNOMAH,2022,680,20286.0,7697.0,18543.0,13389.0,8379.0,95892000.0,93361000.0,2530000.0,410000.0,24308000.0,1276.0,10.0,99.0,27983.0
OREGON,POLK,2022,1158,96097.0,58754.0,117938.0,95267.0,23616.0,249678000.0,199885000.0,49793000.0,1223000.0,37989000.0,12349.0,5063.0,59.0,154851.0
OREGON,SHERMAN,2022,173,203594.0,198922.0,257887.0,102408.0,1045.0,54820000.0,52405000.0,2415000.0,6566000.0,17060000.0,2726.0,,,402516.0
OREGON,TILLAMOOK,2022,241,27491.0,5857.0,14636.0,12681.0,4822.0,160694000.0,3099000.0,157595000.0,337000.0,31617000.0,38457.0,24053.0,11.0,33348.0
OREGON,UMATILLA,2022,1616,820390.0,671532.0,708548.0,359788.0,132558.0,525616000.0,448021000.0,77595000.0,18081000.0,95719000.0,65169.0,,76.0,1491922.0
OREGON,UNION,2022,806,250721.0,92192.0,96005.0,68104.0,32848.0,74790000.0,42963000.0,31828000.0,1906000.0,2238000.0,33358.0,21.0,28.0,342913.0
OREGON,WALLOWA,2022,480,346745.0,157968.0,79918.0,45040.0,35133.0,42943000.0,21630000.0,21313000.0,3415000.0,9057000.0,25639.0,23.0,18.0,504713.0
OREGON,WASCO,2022,458,785991.0,192586.0,217603.0,91624.0,23082.0,137967000.0,126013000.0,11953000.0,9903000.0,30575000.0,17134.0,,14.0,978577.0
OREGON,WASHINGTON,2022,1793,77864.0,48139.0,97171.0,81475.0,28146.0,326039000.0,313580000.0,12459000.0,520000.0,31211000.0,5568.0,,129.0,126003.0
OREGON,WHEELER,2022,153,406811.0,130334.0,19751.0,10911.0,8936.0,9549000.0,1413000.0,8136000.0,1226000.0,-2324000.0,12206.0,17.0,4.0,537145.0
OREGON,YAMHILL,2022,2000,101392.0,62955.0,113943.0,100697.0,29171.0,418319000.0,338685000.0,79634000.0,2000000.0,39896000.0,18229.0,7221.0,95.0,164347.0
WASHINGTON,ADAMS,2022,558,476658.0,505012.0,769967.0,374833.0,115112.0,561618000.0,408509000.0,153109000.0,19377000.0,130230000.0,53272.0,11200.0,37.0,981670.0
WASHINGTON,ASOTIN,2022,144,131287.0,69611.0,70814.0,,418.0,20992000.0,16662000.0,4330000.0,3011000.0,8365000.0,6478.0,,4.0,200898.0
WASHINGTON,BENTON,2022,1338,344072.0,268300.0,463228.0,296142.0,202092.0,1214183000.0,1082522000.0,131660000.0,12903000.0,283042000.0,60114.0,10210.0,51.0,612372.0
WASHINGTON,CHELAN,2022,712,50446.0,4649.0,27525.0,23295.0,24539.0,269827000.0,262000000.0,7826000.0,6291000.0,42872000.0,281.0,10.0,21.0,55095.0
WASHINGTON,CLALLAM,2022,514,12343.0,3446.0,6708.0,5276.0,2587.0,17006000.0,,,46000.0,-2938000.0,2197.0,,49.0,15789.0
WASHINGTON,CLARK,2022,1927,48377.0,7661.0,22009.0,17532.0,4506.0,58969000.0,35343000.0,23626000.0,149000.0,-444000.0,8920.0,1037.0,132.0,56038.0
WASHINGTON,COLUMBIA,2022,299,162567.0,139474.0,198737.0,139932.0,3923.0,94872000.0,89733000.0,5140000.0,6209000.0,30717000.0,3903.0,,,302041.0
WASHINGTON,COWLITZ,2022,361,23908.0,4994.0,14133.0,12765.0,7324.0,30776000.0,23113000.0,7663000.0,,12155000.0,3405.0,,13.0,28902.0
WASHINGTON,DOUGLAS,2022,618,358861.0,428759.0,508198.0,,20538.0,254767000.0,244651000.0,10115000.0,19140000.0,23762000.0,15364.0,8.0,1.0,787620.0
WASHINGTON,FERRY,2022,168,,,11476.0,,1377.0,3997000.0,1430000.0,2567000.0,90000.0,-439000.0,2378.0,,9.0,0.0
WASHINGTON,FRANKLIN,2022,751,238839.0,347755.0,451688.0,,179580.0,1006025000.0,660207000.0,345818000.0,12622000.0,196204000.0,94294.0,26183.0,94.0,586594.0
WASHINGTON,GARFIELD,2022,204,144119.0,118421.0,156685.0,79238.0,536.0,54443000.0,49195000.0,5248000.0,6377000.0,18913000.0,7341.0,,2.0,262540.0
WASHINGTON,GRANT,2022,1238,461160.0,553229.0,814651.0,588834.0,477913.0,2605417000.0,1955954000.0,649463000.0,23380000.0,381068000.0,195818.0,30525.0,182.0,1014389.0
WASHINGTON,GRAYS HARBOR,2022,369,93903.0,4049.0,16239.0,8457.0,2194.0,49928000.0,22071000.0,27856000.0,113000.0,10818000.0,6711.0,1967.0,12.0,97952.0
WASHINGTON,ISLAND,2022,377,,,9528.0,8086.0,2520.0,23465000.0,11015000.0,12450000.0,148000.0,4059000.0,10715.0,,58.0,0.0
WASHINGTON,JEFFERSON,2022,188,6699.0,2018.0,2117.0,1337.0,456.0,16238000.0,3773000.0,12464000.0,55000.0,188000.0,843.0,,38.0,8717.0
WASHINGTON,KING,2022,1604,33350.0,12911.0,19170.0,13351.0,3391.0,102690000.0,60854000.0,41837000.0,288000.0,-6730000.0,13377.0,5533.0,189.0,46261.0
WASHINGTON,KITSAP,2022,570,7848.0,1691.0,2515.0,1642.0,604.0,13572000.0,8372000.0,5201000.0,,-7393000.0,897.0,12.0,96.0,9539.0
WASHINGTON,KITTITAS,2022,738,90783.0,74422.0,59201.0,39572.0,49757.0,75568000.0,62280000.0,13288000.0,1114000.0,10407000.0,15848.0,,29.0,165205.0
WASHINGTON,KLICKITAT,2022,701,367173.0,252615.0,223233.0,132387.0,25988.0,130768000.0,112168000.0,18600000.0,8313000.0,17430000.0,24170.0,,24.0,619788.0
WASHINGTON,LEWIS,2022,1565,94254.0,24661.0,53115.0,43326.0,9520.0,197592000.0,83273000.0,114319000.0,624000.0,29829000.0,20014.0,3631.0,48.0,118915.0
WASHINGTON,LINCOLN,2022,719,418771.0,690505.0,792235.0,421751.0,27154.0,208881000.0,195576000.0,13305000.0,23275000.0,58820000.0,19169.0,,12.0,1109276.0
WASHINGTON,MASON,2022,368,31126.0,5739.0,5065.0,4137.0,1545.0,83323000.0,13563000.0,69760000.0,25000.0,26156000.0,1837.0,,23.0,36865.0
WASHINGTON,OKANOGAN,2022,1011,757997.0,182127.0,105529.0,,50663.0,363677000.0,320530000.0,43147000.0,8780000.0,58445000.0,40957.0,36.0,62.0,940124.0
WASHINGTON,PACIFIC,2022,290,39284.0,4567.0,7755.0,5741.0,3009.0,63338000.0,10047000.0,53291000.0,58000.0,16597000.0,4475.0,1231.0,4.0,43851.0
WASHINGTON,PEND OREILLE,2022,184,32733.0,5099.0,16020.0,14347.0,1257.0,7245000.0,5369000.0,1876000.0,95000.0,1847000.0,3385.0,3.0,12.0,37832.0
WASHINGTON,PIERCE,2022,1347,39617.0,7929.0,15067.0,11412.0,3391.0,104702000.0,53138000.0,51565000.0,66000.0,6180000.0,6743.0,469.0,84.0,47546.0
WASHINGTON,SAN JUAN,2022,264,11911.0,7660.0,7928.0,5645.0,473.0,10643000.0,5734000.0,4909000.0,72000.0,-991000.0,2841.0,8.0,43.0,19571.0
WASHINGTON,SKAGIT,2022,882,54005.0,45713.0,68346.0,56074.0,24906.0,366942000.0,268545000.0,98397000.0,1492000.0,63137000.0,24595.0,9401.0,127.0,99718.0
WASHINGTON,SKAMANIA,2022,137,4764.0,1652.0,1646.0,1398.0,483.0,7959000.0,3031000.0,4928000.0,3000.0,-232000.0,553.0,4.0,9.0,6416.0
WASHINGTON,SNOHOMISH,2022,1418,46137.0,27187.0,40064.0,30602.0,13162.0,280678000.0,128125000.0,152553000.0,2611000.0,43080000.0,28653.0,12722.0,91.0,73324.0
WASHINGTON,SPOKANE,2022,2386,289339.0,282658.0,391751.0,299784.0,16257.0,205001000.0,186043000.0,18958000.0,10526000.0,26649000.0,20021.0,,125.0,571997.0
WASHINGTON,STEVENS,2022,944,312898.0,152384.0,66443.0,44514.0,4964.0,33095000.0,,,572000.0,2934000.0,14807.0,355.0,37.0,465282.0
WASHINGTON,THURSTON,2022,1108,43849.0,12094.0,19518.0,14072.0,5910.0,190544000.0,39950000.0,150594000.0,203000.0,24472000.0,18594.0,4969.0,94.0,55943.0
WASHINGTON,WAHKIAKUM,2022,142,8884.0,1759.0,3086.0,1967.0,125.0,3139000.0,303000.0,2836000.0,59000.0,-670000.0,,222.0,1.0,10643.0
WASHINGTON,WALLA WALLA,2022,894,318650.0,394766.0,579774.0,311322.0,88624.0,778562000.0,,,20134000.0,192508000.0,,,54.0,713416.0
WASHINGTON,WHATCOM,2022,1582,69451.0,33435.0,64682.0,55175.0,33999.0,510266000.0,258992000.0,251273000.0,3983000.0,117613000.0,63387.0,33507.0,110.0,102886.0
WASHINGTON,WHITMAN,2022,933,454162.0,764139.0,943430.0,685349.0,4583.0,465358000.0,447250000.0,18108000.0,32733000.0,138232000.0,19509.0,,16.0,1218301.0
WASHINGTON,YAKIMA,2022,2523,1547096.0,245728.0,339183.0,,253035.0,2265510000.0,1434170000.0,831340000.0,21599000.0,451334000.0,236986.0,100591.0,94.0,1792824.0
